ID,CreditScore,DebtRatio,Assets,Age,NumberOfDependents,NumberOfOpenCreditLinesAndLoans,MonthlyIncome,NumberOfTimesPastDue,EmploymentLength,HomeOwnership,Education,MaritalStatus,YearsAtCurrentAddress,NoPaidPerc
10844,584,0.8577787010152627,61868,80,6,1,5199,3,15,Rent,High School,Widowed,10,0.15630509
10845,665,0.1534335866951565,188129,33,9,18,17830,8,18,Mortgage,PhD,Single,15,0.16743608
10846,684,0.35774312817213727,187103,40,6,0,1178,7,4,Rent,High School,Widowed,22,0.0
10847,454,0.24859763866830098,74660,31,0,13,12932,10,5,Rent,PhD,Widowed,20,0.15166092
10848,502,0.20112041057578178,193442,45,8,2,11864,0,6,Rent,Masters,Widowed,7,0.0
10849,531,0.2507409782305471,151412,57,6,13,5936,4,9,Mortgage,PhD,Widowed,24,0.15211208
10850,509,0.12037251248958569,26078,42,7,0,12284,9,15,Rent,Masters,Divorced,9,0.16307965
10851,707,0.4542907745226251,179313,58,8,3,4730,11,3,Rent,Masters,Widowed,21,0.0
10852,749,0.4259835696239799,67572,59,6,9,8412,1,18,Rent,High School,Widowed,7,0.0
10853,660,0.036409163678606915,168828,39,8,0,15079,1,8,Mortgage,Bachelor,Widowed,8,0.0
10854,840,0.06596371111328925,114257,34,5,6,12520,8,19,Rent,Masters,Single,4,0.15481955
10855,561,0.028916409774719876,177242,61,9,13,17547,10,6,Own,PhD,Widowed,27,0.15725556
10856,831,0.26978421279365794,183069,70,9,15,9290,18,4,Mortgage,Masters,Widowed,21,0.0
10857,801,0.0289071664885161,148186,59,2,18,2178,15,13,Own,High School,Widowed,11,0.0
10858,677,0.4496421707585866,165499,48,7,16,3496,11,5,Own,High School,Widowed,27,0.1633695
10859,774,0.027197919839926255,173949,44,8,1,1003,10,2,Rent,PhD,Widowed,15,0.0
10860,353,0.6278544489839762,24452,29,5,9,9349,16,6,Rent,Masters,Widowed,27,0.15759708
10861,303,0.5492256278575192,83018,18,2,11,10178,3,5,Rent,High School,Widowed,12,0.15008138
10862,833,0.8055420175922017,63690,28,8,8,15962,12,4,Rent,Masters,Widowed,25,0.0
10863,695,0.36772997273155716,58077,36,6,15,14407,4,9,Rent,High School,Widowed,23,0.0
10864,773,0.28338383130876055,105502,24,8,0,16883,9,17,Mortgage,PhD,Widowed,17,0.0
10865,601,0.2941943444830729,50301,85,7,4,1730,3,24,Mortgage,High School,Divorced,8,0.1672282
10866,727,0.2523156322572112,145967,88,0,0,12206,12,11,Rent,PhD,Widowed,20,0.1625643
10867,757,0.33228802478429476,155147,43,1,15,7281,2,19,Rent,Masters,Widowed,12,0.0
10868,449,0.36868941055939664,84695,60,6,8,4397,19,26,Mortgage,High School,Divorced,1,0.16961817
10869,633,0.6931531731534916,58086,86,5,0,14019,15,10,Rent,High School,Widowed,10,0.16010271
10870,490,0.31436866691152787,103321,28,9,5,8992,12,2,Mortgage,High School,Widowed,4,0.0
10871,831,0.013897325719888443,60415,19,6,6,19620,14,14,Rent,Masters,Widowed,15,0.0
10872,589,0.3004153154692627,196042,50,7,3,12917,4,15,Mortgage,Masters,Single,2,0.0
10873,352,0.10814018998681729,51187,42,9,9,8337,10,9,Mortgage,Masters,Divorced,29,0.16376199
10874,511,0.6900328851785645,80286,33,9,18,17027,1,1,Rent,Masters,Widowed,25,0.0
10875,454,0.18837796456083178,160986,32,9,1,15624,1,9,Own,PhD,Single,1,0.16241962
10876,417,0.573293886557581,115965,33,3,12,9937,7,8,Own,Masters,Widowed,8,0.16132735
10877,778,0.24177431720846831,75718,21,4,16,18896,4,10,Own,Bachelor,Widowed,5,0.15208559
10878,435,0.38009340998363694,131281,34,8,6,19264,10,1,Mortgage,Masters,Married,21,0.16654001
10879,539,0.01763003313234024,145022,32,5,5,13257,17,11,Mortgage,PhD,Widowed,7,0.0
10880,773,0.40987354117839814,86845,23,6,15,4725,7,1,Own,PhD,Widowed,19,0.16090345
10881,468,0.42543224294139403,120200,80,0,18,8535,7,4,Rent,Masters,Widowed,9,0.0
10882,315,0.6331824863044732,70852,63,5,2,6708,6,19,Rent,Masters,Widowed,1,0.16008466
10883,361,0.9475482572847959,140329,18,8,0,5990,10,20,Mortgage,PhD,Widowed,8,0.16145484
10884,443,0.027082876176723003,70689,27,8,5,18159,11,0,Own,High School,Widowed,7,0.0
10885,836,0.4895101881383722,118710,64,9,3,16507,18,5,Rent,Masters,Divorced,6,0.16333795
10886,677,0.43128615001698156,123655,69,6,4,6573,1,10,Rent,High School,Widowed,21,0.0
10887,777,0.4461458307943129,168013,56,5,10,14044,10,19,Mortgage,High School,Widowed,17,0.15287545
10888,551,0.03940940340974719,97846,76,0,5,13333,17,2,Rent,High School,Widowed,24,0.0
10889,721,0.2518031130651871,103949,42,7,18,9073,0,17,Mortgage,High School,Widowed,11,0.0
10890,819,0.8838840661438588,198035,52,9,13,1430,2,7,Mortgage,PhD,Widowed,0,0.0
10891,338,0.21591961890136546,36200,57,5,16,2551,0,7,Own,High School,Widowed,2,0.15167943
10892,595,0.13026402354467137,148814,89,1,3,10839,11,5,Rent,PhD,Widowed,0,0.0
10893,621,0.9477678944327609,146484,25,3,15,19399,12,0,Rent,PhD,Widowed,3,0.16273355
10894,751,0.7940888298065996,176216,19,2,9,5390,7,1,Own,Masters,Single,10,0.16680837
10895,832,0.24236606732929966,32402,37,2,18,19126,0,11,Mortgage,Masters,Widowed,7,0.0
10896,607,0.35141194431050815,117757,32,3,6,8350,5,5,Own,Masters,Single,13,0.1641945
10897,790,0.9954585276575801,191837,54,3,3,14257,4,0,Rent,Masters,Divorced,13,0.15379004
10898,391,0.4234895286873036,68678,53,5,9,4093,12,3,Mortgage,High School,Widowed,18,0.0
10899,326,0.3077688072255511,158580,33,8,8,4165,8,5,Rent,Masters,Widowed,9,0.0
10900,706,0.4268906757105966,115532,66,8,1,11956,14,25,Mortgage,PhD,Widowed,11,0.16022295
10901,528,0.4828367020066653,96850,30,7,5,3944,2,20,Rent,Masters,Widowed,5,0.0
10902,685,0.6168229876202326,33018,57,1,19,12019,9,1,Rent,Masters,Widowed,12,0.0
10903,546,0.3215978266973256,154403,83,7,7,5478,5,16,Rent,Masters,Widowed,2,0.0
10904,752,0.46152644810937615,51783,88,9,7,9226,0,12,Rent,PhD,Widowed,11,0.0
10905,572,0.6038409271304325,102238,18,9,2,11931,11,13,Mortgage,Masters,Widowed,14,0.0
10906,607,0.02755473259283503,35571,74,4,3,15856,0,2,Mortgage,Masters,Widowed,4,0.0
10907,732,0.2849071712322607,180115,80,8,0,13689,11,18,Rent,PhD,Widowed,8,0.0
10908,528,0.3320240087580185,156869,54,1,0,14365,5,10,Rent,High School,Widowed,20,0.0
10909,380,0.015281267571065182,120780,38,6,10,2947,16,7,Mortgage,Masters,Single,16,0.16491593
10910,693,0.24985106345969688,122573,38,3,8,12227,12,24,Mortgage,High School,Widowed,6,0.15142484
10911,704,0.4656523194165927,53672,29,6,16,12779,5,0,Own,Masters,Widowed,8,0.0
10912,529,0.6301147206131513,28061,83,4,4,15270,1,0,Mortgage,Masters,Widowed,21,0.16018479
10913,791,0.07372065120562965,131748,23,0,11,7133,0,20,Rent,Masters,Divorced,2,0.16638307
10914,843,0.12593636131779573,82451,89,4,17,1314,9,29,Rent,High School,Widowed,20,0.0
10915,626,0.22271246863457894,174684,27,5,15,11358,1,16,Mortgage,High School,Widowed,5,0.0
10916,655,0.5352402943033102,37758,35,9,19,18220,11,4,Own,High School,Widowed,6,0.16165492
10917,823,0.35610284266355974,35212,28,7,1,16470,0,13,Mortgage,Bachelor,Widowed,20,0.0
10918,306,0.5135325245908773,150146,43,4,1,3423,5,8,Mortgage,High School,Widowed,1,0.0
10919,622,0.6839274565152561,144903,80,9,5,2143,12,7,Rent,Masters,Widowed,8,0.0
10920,541,0.13293187693259845,193530,48,3,2,6270,16,6,Rent,Masters,Widowed,18,0.0
10921,302,0.02402776319996236,21637,67,8,8,9880,0,20,Mortgage,Masters,Widowed,7,0.0
10922,344,0.11446654529255262,37729,89,7,1,9175,16,15,Own,High School,Widowed,24,0.15223613
10923,815,0.06221126349347095,194576,41,0,9,17948,18,22,Rent,PhD,Widowed,18,0.16130817
10924,607,0.16381583796513444,199463,23,8,1,4954,5,3,Mortgage,High School,Single,16,0.16178456
10925,575,0.7033041345450989,150572,83,7,9,2509,4,0,Rent,PhD,Widowed,14,0.0
10926,481,0.41480577559663667,88812,77,8,7,5546,13,11,Rent,PhD,Widowed,6,0.15635735
10927,738,0.8977068397134905,36206,31,5,0,9004,12,6,Mortgage,High School,Widowed,25,0.0
10928,459,0.0642877924102293,23192,52,4,3,4184,5,11,Rent,High School,Divorced,10,0.16791221
10929,565,0.38349475303754255,89306,88,4,2,8436,7,9,Rent,High School,Widowed,29,0.0
10930,802,0.08462945833783309,76739,39,4,13,5790,5,23,Rent,Bachelor,Widowed,12,0.15133327
10931,533,0.7318959497824488,153010,34,6,16,18187,0,6,Own,Bachelor,Widowed,1,0.15665342
10932,363,0.042250688734635666,51798,74,9,15,19502,3,25,Own,High School,Widowed,12,0.16376911
10933,480,0.02531969698843828,154575,75,9,16,16456,1,6,Mortgage,Masters,Married,6,0.16287178
10934,585,0.2761871192938474,83095,77,7,10,11597,18,16,Rent,Masters,Widowed,9,0.15479219
10935,698,0.4842236022770636,29222,67,9,10,12865,13,13,Mortgage,High School,Widowed,13,0.0
10936,767,0.39479204572715787,71945,22,7,17,13438,5,6,Mortgage,PhD,Widowed,3,0.0
10937,325,0.221388750533967,98206,81,3,0,6336,1,15,Rent,Bachelor,Widowed,2,0.15074268
10938,636,0.37936423244151585,90535,34,5,14,10953,12,1,Rent,Bachelor,Widowed,22,0.15295658
10939,684,0.28301226779728506,88586,33,6,3,15409,0,4,Mortgage,Bachelor,Widowed,4,0.0
10940,644,0.689530893995909,93457,44,4,10,12720,3,12,Own,Masters,Widowed,17,0.16851777
10941,843,0.03256873460454435,104781,78,6,11,17100,11,4,Mortgage,Bachelor,Widowed,25,0.0
10942,450,0.8857185438063371,162587,65,9,10,15183,2,0,Own,High School,Widowed,6,0.16005893
10943,723,0.3406245303728097,181262,25,7,3,19464,2,16,Rent,Masters,Single,22,0.1632699
10944,809,0.9368875939205791,134172,42,4,9,18927,9,14,Mortgage,PhD,Widowed,16,0.0
10945,710,0.11849827192772155,31906,54,4,9,6145,18,11,Own,High School,Widowed,12,0.0
10946,401,0.7876892196565889,192550,29,8,1,7994,4,4,Mortgage,Masters,Single,23,0.0
10947,735,0.23497961293136593,33496,19,4,12,6022,2,0,Rent,High School,Widowed,23,0.0
10948,578,0.137085575417214,153105,87,6,6,16174,3,0,Mortgage,High School,Single,2,0.16904637
10949,757,0.8233326533677853,46525,49,7,6,9224,6,21,Mortgage,Masters,Widowed,17,0.16265324
10950,585,0.5786911484785715,159940,39,9,6,16049,14,3,Mortgage,PhD,Single,13,0.15650883
10951,839,0.21952609555492542,110306,45,0,18,16274,10,20,Rent,Masters,Widowed,4,0.0
10952,798,0.1958420534506351,35197,43,3,2,2996,18,0,Own,Masters,Widowed,11,0.16644722
10953,381,0.7631032172917959,33317,44,6,2,3913,1,17,Rent,PhD,Widowed,10,0.16934662
10954,315,0.3040928583514343,128979,72,9,15,14191,12,13,Rent,Masters,Widowed,9,0.15642412
10955,704,0.6343042683910431,84033,33,5,0,4187,2,2,Mortgage,High School,Widowed,20,0.0
10956,652,0.08452347415986494,57559,43,3,4,17306,0,21,Rent,Masters,Single,9,0.16581942
10957,381,0.18500786062899321,70006,84,7,5,2234,15,2,Rent,Masters,Widowed,4,0.0
10958,377,0.3118321529168675,70640,44,5,18,4174,10,6,Mortgage,PhD,Widowed,2,0.1656667
10959,392,0.48890098769323487,83699,58,8,4,1994,4,4,Mortgage,Masters,Married,7,0.15257855
10960,706,0.5392995906952212,146679,85,0,9,6120,13,8,Rent,Masters,Widowed,8,0.15223907
10961,659,0.2702405368056925,108134,28,7,4,16135,19,10,Mortgage,Masters,Single,7,0.16663833
10962,484,0.21707543749168434,193130,70,9,3,16931,3,19,Mortgage,High School,Single,0,0.16260013
10963,819,0.13925874816195372,129823,31,3,9,15882,4,5,Own,Masters,Widowed,14,0.0
10964,636,0.19087505055938248,26515,63,7,19,3331,15,2,Own,Masters,Widowed,20,0.16299458
10965,491,0.16500575667819994,55177,38,7,5,19476,8,11,Mortgage,PhD,Widowed,26,0.0
10966,722,0.28507581519044844,132770,22,4,15,18456,3,27,Mortgage,PhD,Widowed,4,0.0
10967,780,0.5050654221852485,30604,80,5,9,7121,14,13,Rent,Masters,Widowed,28,0.0
10968,516,0.3374554110915087,100877,24,2,2,10654,13,4,Own,Masters,Single,5,0.16944383
10969,837,0.520003256776836,84078,18,2,8,1994,1,15,Mortgage,Masters,Widowed,21,0.0
10970,702,0.09894681039909847,111262,54,1,12,15245,14,5,Own,PhD,Widowed,11,0.1683413
10971,809,0.49331333667082033,96420,54,3,14,17141,12,5,Rent,Bachelor,Widowed,19,0.0
10972,632,0.2862327803812851,48177,63,9,4,11932,13,28,Mortgage,High School,Divorced,7,0.0
10973,713,0.44691048628989916,186261,46,5,11,16300,4,6,Mortgage,PhD,Widowed,5,0.0
10974,603,0.23008815081515743,77473,75,6,4,15475,18,19,Mortgage,High School,Widowed,21,0.15182701
10975,480,0.11719981179756189,62268,45,3,18,14003,11,21,Rent,Masters,Widowed,8,0.0
10976,415,0.8005509159353612,120890,28,9,7,7078,6,19,Mortgage,Masters,Widowed,5,0.15290245
10977,612,0.11039869110340994,175052,24,7,8,6105,4,8,Rent,Masters,Single,22,0.0
10978,361,0.6825540988174004,29903,40,6,4,1824,1,18,Mortgage,High School,Widowed,14,0.15558569
10979,454,0.010606315605916516,48776,67,7,10,9576,1,26,Own,High School,Widowed,24,0.15444358
10980,757,0.6139878963852983,120115,83,9,6,18731,10,17,Mortgage,High School,Divorced,5,0.16827123
10981,436,0.9706342600218143,60198,20,8,14,16504,16,12,Mortgage,Masters,Widowed,16,0.1545177
10982,434,0.3341061838243842,166149,86,0,0,7952,10,1,Rent,Masters,Married,5,0.16724224
10983,473,0.1018161991468679,130169,40,2,13,18350,0,8,Rent,High School,Single,0,0.1588959
10984,552,0.3939695720189923,194743,50,9,3,16920,0,4,Mortgage,PhD,Widowed,18,0.0
10985,386,0.6809267157434779,69573,21,8,17,17224,5,3,Rent,Masters,Married,0,0.0
10986,688,0.6245014463938838,85272,37,0,9,1454,4,6,Rent,PhD,Widowed,2,0.15628122
10987,494,0.06668715897677335,176310,27,9,4,8410,13,4,Rent,High School,Widowed,25,0.0
10988,679,0.09587287475930095,160247,38,6,12,15332,4,14,Mortgage,PhD,Widowed,15,0.0
10989,473,0.2652285318487706,177275,65,6,5,14187,14,20,Rent,High School,Widowed,15,0.16180952
10990,436,0.015439932604500384,183364,18,5,9,6985,0,15,Mortgage,PhD,Widowed,26,0.0
10991,848,0.6337030412165865,87348,65,5,13,8435,5,1,Mortgage,High School,Widowed,4,0.0
10992,497,0.01879999274451105,131608,56,3,14,7795,13,12,Rent,High School,Widowed,16,0.0
10993,811,0.5489888691879176,44041,30,3,10,3852,19,12,Rent,High School,Widowed,21,0.16161478
10994,594,0.6084286441271954,164273,42,6,4,11492,2,18,Rent,Masters,Single,9,0.16470526
10995,411,0.20613102360257152,188344,36,3,13,2077,5,3,Own,High School,Widowed,10,0.16381283
10996,317,0.18328211954679619,31277,83,0,10,2191,16,20,Rent,High School,Widowed,20,0.0
10997,415,0.2923811063938735,195329,80,7,4,4343,1,3,Rent,High School,Widowed,6,0.0
10998,343,0.07450068087255723,148754,42,9,1,17465,4,27,Rent,High School,Widowed,11,0.0
10999,527,0.06172330285421823,148078,88,6,13,14511,1,18,Rent,Bachelor,Widowed,3,0.0
11000,811,0.09419638372850869,157370,34,9,14,13590,5,17,Mortgage,PhD,Single,1,0.1546739
11001,798,0.23853108657012534,81288,87,7,17,2157,13,12,Rent,High School,Single,15,0.16815832
11002,705,0.22670665885825747,89735,22,6,13,1696,13,19,Rent,High School,Widowed,25,0.0
11003,675,0.8089705592655932,159821,74,7,17,5213,5,6,Rent,High School,Widowed,24,0.15403044
11004,714,0.18611756214138642,160646,57,5,12,13357,1,29,Rent,Bachelor,Widowed,17,0.16220316
11005,748,0.113623127708816,55990,45,6,4,2275,1,24,Rent,Bachelor,Widowed,22,0.15371145
11006,581,0.39486714765442865,51136,33,1,1,9119,11,2,Rent,PhD,Widowed,4,0.15548867
11007,480,0.5464582862436067,190220,46,8,16,11396,5,2,Rent,Masters,Widowed,4,0.0
11008,357,0.12409506818761418,123064,52,0,7,15721,16,10,Rent,High School,Widowed,26,0.0
11009,319,0.08809600042643528,114298,21,5,12,6028,10,19,Mortgage,Masters,Widowed,20,0.15451904
11010,416,0.42495316883514755,77086,53,6,4,18143,0,23,Rent,Masters,Widowed,7,0.0
11011,660,0.13354081796765538,135850,33,3,6,10394,5,19,Mortgage,High School,Widowed,0,0.0
11012,600,0.7925195025621709,129646,65,9,9,4383,15,14,Rent,High School,Widowed,8,0.16637687
11013,756,0.020584594549564406,68848,53,8,1,15037,5,18,Mortgage,Masters,Widowed,13,0.0
11014,562,0.18117422844059683,138799,88,4,4,10321,4,14,Mortgage,High School,Widowed,23,0.15131734
11015,790,0.09874063484284146,59665,79,8,12,10452,18,25,Rent,PhD,Widowed,17,0.15914267
11016,823,0.280831268770402,162436,51,7,11,8453,11,27,Mortgage,High School,Divorced,2,0.16780266
11017,657,0.37712969651615447,21419,28,1,1,11118,3,21,Rent,Masters,Widowed,28,0.1506649
11018,457,0.9719361346199962,148196,81,8,7,14234,5,0,Rent,Masters,Widowed,1,0.0
11019,350,0.18198545231981977,163025,20,2,12,13733,16,21,Own,Masters,Widowed,0,0.16975076
11020,740,0.11713228091240224,116877,87,7,5,9306,1,17,Mortgage,Masters,Widowed,17,0.0
11021,505,0.2843368039756481,137489,19,8,2,8541,4,9,Rent,PhD,Widowed,5,0.0
11022,822,0.5455340484211137,168996,51,9,14,12080,2,4,Own,Bachelor,Widowed,14,0.15164211
11023,514,0.12836668038577004,31674,49,8,8,7108,4,5,Mortgage,Bachelor,Widowed,8,0.0
11024,522,0.5373689679529517,186643,30,8,0,19542,12,12,Rent,Masters,Divorced,9,0.16654077
11025,814,0.17196730308519503,67201,45,8,9,19619,1,6,Own,Bachelor,Widowed,5,0.0
11026,476,0.656342711827123,81853,48,8,2,19170,0,1,Rent,High School,Single,3,0.16577704
11027,414,0.5996457113921962,79084,71,6,11,17166,2,8,Rent,High School,Widowed,9,0.15168591
11028,719,0.7428488311207355,120790,44,8,8,7139,6,20,Mortgage,PhD,Single,6,0.16732047
11029,599,0.07466279200418757,85954,52,6,17,17149,14,7,Mortgage,Masters,Single,23,0.16759183
11030,654,0.44400725438472954,78723,89,0,1,6229,14,23,Rent,High School,Widowed,3,0.16852398
11031,848,0.19694283254568345,79469,54,8,9,6058,13,3,Own,High School,Widowed,10,0.0
11032,738,0.8076810135764236,80405,66,3,4,9137,4,4,Rent,Masters,Widowed,4,0.0
11033,568,0.9191342220348124,76380,51,7,19,16495,6,4,Rent,Masters,Widowed,5,0.0
11034,773,0.10928858527365504,139465,20,3,14,7618,10,2,Mortgage,Masters,Single,22,0.15244755
11035,522,0.26926444266311655,126646,61,6,6,7104,6,29,Rent,High School,Widowed,24,0.16934347
11036,528,0.00017342867283998142,72846,73,7,18,2219,0,3,Own,High School,Single,22,0.16811848
11037,332,0.5097533871913349,166021,83,0,0,7076,11,6,Rent,Masters,Widowed,6,0.1640956
11038,674,0.6407554322260336,50654,33,1,10,6231,5,8,Rent,PhD,Widowed,4,0.16193493
11039,700,0.31653693187581033,36837,40,8,6,10057,4,10,Rent,Masters,Widowed,22,0.0
11040,784,0.422553992095127,76631,80,9,16,9020,4,14,Rent,Masters,Widowed,26,0.0
11041,614,0.6082119185225389,103627,33,9,7,14154,18,15,Mortgage,High School,Divorced,7,0.1576227
11042,773,0.3065757520587573,74478,74,7,10,7994,3,18,Rent,PhD,Widowed,15,0.0
11043,746,0.4129763091517641,169014,71,8,11,13077,6,6,Rent,Masters,Single,6,0.0
11044,300,0.67281724691983,174370,64,8,7,15028,3,7,Rent,PhD,Widowed,8,0.15965566
11045,669,0.11142592313230815,38072,43,1,14,19368,0,12,Rent,Masters,Married,1,0.15341517
11046,762,0.557394347897432,120020,76,9,3,14547,13,21,Rent,Masters,Widowed,15,0.0
11047,555,0.7607956945306897,113842,81,9,11,12481,0,4,Mortgage,High School,Widowed,20,0.16588195
11048,604,0.4793270368495074,171781,32,7,2,1531,13,1,Rent,High School,Widowed,6,0.0
11049,609,0.42557226569632955,188556,49,1,0,4650,1,1,Rent,PhD,Widowed,29,0.0
11050,407,0.18217294283183405,54217,60,9,14,6472,1,21,Mortgage,PhD,Widowed,16,0.0
11051,684,0.00594177059018941,62154,18,3,19,12212,10,28,Mortgage,High School,Married,4,0.16440563
11052,528,0.09641462097140019,81374,81,3,0,12471,17,6,Rent,High School,Widowed,1,0.0
11053,829,0.7633125367574985,133454,48,2,1,18454,10,2,Mortgage,High School,Widowed,25,0.15617229
11054,603,0.2573701817878503,179888,37,0,17,19788,8,1,Mortgage,High School,Widowed,23,0.15598
11055,710,0.6909655030162515,178287,48,6,8,13469,3,14,Rent,Bachelor,Widowed,14,0.15810803
11056,642,0.09906832404120691,195318,45,5,19,15991,0,6,Own,PhD,Single,22,0.16015585
11057,790,0.16465106789237594,109782,59,8,17,9726,7,17,Own,High School,Widowed,28,0.0
11058,643,0.6339103753238905,67051,85,3,1,7034,4,0,Rent,High School,Married,1,0.16889998
